,go_id,parent_id
0,GO:0005886,GO:0016020
1,GO:0120001,GO:0005886
2,GO:0042383,GO:0005886
3,GO:0097524,GO:0005886
4,GO:0001533,GO:0005886
5,GO:0120001,GO:0005886
6,GO:0042383,GO:0005886
7,GO:0097524,GO:0005886
8,GO:0001533,GO:0005886
9,GO:0005524,GO:0035639
10,GO:0005524,GO:0032559
11,GO:0005516,GO:0005515
12,GO:0030246,GO:0005488
13,GO:0030247,GO:0030246
14,GO:0048029,GO:0030246
15,GO:0070492,GO:0030246
16,GO:0120153,GO:0030246
17,GO:0030247,GO:0030246
18,GO:0048029,GO:0030246
19,GO:0070492,GO:0030246
20,GO:0120153,GO:0030246
21,GO:0106310,GO:0004672
22,GO:0004674,GO:0004672
23,GO:0140857,GO:0004674
24,GO:0004675,GO:0004674
25,GO:0072371,GO:0004674
26,GO:0034211,GO:0004674
27,GO:0004676,GO:0004674
28,GO:0004677,GO:0004674
29,GO:0044024,GO:0004674
30,GO:0004679,GO:0004674
31,GO:0008349,GO:0004674
32,GO:0004683,GO:0004674
33,GO:0004687,GO:0004674
34,GO:0008353,GO:0004674
35,GO:0035402,GO:0004674
36,GO:0140823,GO:0004674
37,GO:0004690,GO:0004674
38,GO:0033867,GO:0004674
39,GO:0044023,GO:0004674
40,GO:0004693,GO:0004674
41,GO:0004694,GO:0004674
42,GO:0004697,GO:0004674
43,GO:0004703,GO:0004674
44,GO:0035979,GO:0004674
45,GO:0004707,GO:0004674
46,GO:0072518,GO:0004674
47,GO:0004709,GO:0004674
48,GO:0004711,GO:0004674
49,GO:0044022,GO:0004674
50,GO:0008384,GO:0004674
51,GO:0035403,GO:0004674
52,GO:0009931,GO:0004674
53,GO:0035175,GO:0004674
54,GO:1990244,GO:0004674
55,GO:0044025,GO:0004674
56,GO:0072354,GO:0004674
57,GO:0140855,GO:0004674
58,GO:0140857,GO:0004674
59,GO:0004675,GO:0004674
60,GO:0072371,GO:0004674
61,GO:0034211,GO:0004674
62,GO:0004676,GO:0004674
63,GO:0004677,GO:0004674
64,GO:0044024,GO:0004674
65,GO:0004679,GO:0004674
66,GO:0008349,GO:0004674
67,GO:0004683,GO:0004674
68,GO:0004687,GO:0004674
69,GO:0008353,GO:0004674
70,GO:0035402,GO:0004674
71,GO:0140823,GO:0004674
72,GO:0004690,GO:0004674
73,GO:0033867,GO:0004674
74,GO:0044023,GO:0004674
75,GO:0004693,GO:0004674
76,GO:0004694,GO:0004674
77,GO:0004697,GO:0004674
78,GO:0004703,GO:0004674
79,GO:0035979,GO:0004674
80,GO:0004707,GO:0004674
81,GO:0072518,GO:0004674
82,GO:0004709,GO:0004674
83,GO:0004711,GO:0004674
84,GO:0044022,GO:0004674
85,GO:0008384,GO:0004674
86,GO:0035403,GO:0004674
87,GO:0009931,GO:0004674
88,GO:0035175,GO:0004674
89,GO:1990244,GO:0004674
90,GO:0044025,GO:0004674
91,GO:0072354,GO:0004674
92,GO:0140855,GO:0004674
93,GO:0031625,GO:0044389
94,GO:0016310,GO:0006796
95,GO:0031388,GO:0016310
96,GO:0006019,GO:0016310
97,GO:0006009,GO:0016310
98,GO:0046834,GO:0016310
99,GO:0046835,GO:0016310
100,GO:0009777,GO:0016310
101,GO:0006468,GO:0016310
102,GO:0031388,GO:0016310
103,GO:0006019,GO:0016310
104,GO:0006009,GO:0016310
105,GO:0046834,GO:0016310
106,GO:0046835,GO:0016310
107,GO:0009777,GO:0016310
108,GO:0006468,GO:0016310
109,GO:0048544,GO:0008037
110,GO:0060321,GO:0048544
111,GO:1990109,GO:0048544
112,GO:0060320,GO:0048544
113,GO:0060321,GO:0048544
114,GO:1990109,GO:0048544
115,GO:0060320,GO:0048544
